year,quarter,state,category,total_count,total_amount
2021,2,bihar,Financial Services,449373.0,348259037.73905134
2021,2,bihar,Merchant payments,134060358.0,130376743919.31413
2021,2,bihar,Others,1280391.0,647163669.7159214
2021,2,bihar,Peer-to-peer payments,236082297.0,959276049792.4603
2021,2,bihar,Recharge & bill payments,94938447.0,33092549140.507286
2021,2,chandigarh,Financial Services,16506.0,22184823.098526575
2021,2,chandigarh,Merchant payments,5780739.0,4172968172.3369064
2021,2,chandigarh,Others,44589.0,31375171.60426656
2021,2,chandigarh,Peer-to-peer payments,4990677.0,19623397058.767
2021,2,chandigarh,Recharge & bill payments,2420130.0,1403096594.0016167
2021,2,chhattisgarh,Financial Services,120639.0,118860769.09301877
2021,2,chhattisgarh,Merchant payments,46107933.0,38485772285.14027
2021,2,chhattisgarh,Others,383301.0,257427238.64193553
2021,2,chhattisgarh,Peer-to-peer payments,55162035.0,186402176392.30768
2021,2,chhattisgarh,Recharge & bill payments,32294352.0,10922077092.495155
2021,2,dadra-&-nagar-haveli-&-daman-&-diu,Financial Services,5478.0,5291377.951925808
2021,2,dadra-&-nagar-haveli-&-daman-&-diu,Merchant payments,2408697.0,1291462421.791686
2021,2,dadra-&-nagar-haveli-&-daman-&-diu,Others,17016.0,11223613.19325944
2021,2,dadra-&-nagar-haveli-&-daman-&-diu,Peer-to-peer payments,2530650.0,7538739079.283834
2021,2,dadra-&-nagar-haveli-&-daman-&-diu,Recharge & bill payments,1413408.0,626288892.0360072
2021,2,delhi,Financial Services,474510.0,570059284.4922419
2021,2,delhi,Merchant payments,226860885.0,128800100229.70724
2021,2,delhi,Others,2563209.0,1417977567.9258375
2021,2,delhi,Peer-to-peer payments,205493154.0,669104866583.2595
2021,2,delhi,Recharge & bill payments,75080034.0,45930289388.23934
2021,2,goa,Financial Services,24909.0,37115531.534475505
2021,2,goa,Merchant payments,5608152.0,4234587100.9950585
2021,2,goa,Others,37176.0,30346647.098450974
2021,2,goa,Peer-to-peer payments,5600511.0,18585097053.53177
2021,2,goa,Recharge & bill payments,2859657.0,1151414428.0682642
2021,2,gujarat,Financial Services,385941.0,408359990.10684747
2021,2,gujarat,Merchant payments,127780296.0,100626915101.48853
2021,2,gujarat,Others,1048575.0,747835312.0174229
2021,2,gujarat,Peer-to-peer payments,124927161.0,487450703706.9058
2021,2,gujarat,Recharge & bill payments,81382215.0,41252349545.832664
2021,2,haryana,Financial Services,257463.0,291714408.28553075
2021,2,haryana,Merchant payments,136006599.0,87357234791.87396
2021,2,haryana,Others,935688.0,683566820.9779978
2021,2,haryana,Peer-to-peer payments,132259677.0,483221056010.0004
2021,2,haryana,Recharge & bill payments,47583141.0,29518490684.914227
2021,2,himachal-pradesh,Financial Services,43926.0,49285171.87120881
2021,2,himachal-pradesh,Merchant payments,8649627.0,7134253125.598432
2021,2,himachal-pradesh,Others,86754.0,59365156.21750589
2021,2,himachal-pradesh,Peer-to-peer payments,10021593.0,39106630639.99191
2021,2,himachal-pradesh,Recharge & bill payments,9649806.0,3137369525.748624
2021,2,india,Financial Services,13589536.0,14607986093.799982
2021,2,india,Merchant payments,5998505876.0,4014123769150.395
2021,2,india,Others,36246928.0,22392525459.280285
2021,2,india,Peer-to-peer payments,6977091552.0,24652663090945.977
2021,2,india,Recharge & bill payments,2740099284.0,1202237845183.609
2021,2,jammu-&-kashmir,Financial Services,58296.0,65693388.561168954
2021,2,jammu-&-kashmir,Merchant payments,7134921.0,7030112956.746686
2021,2,jammu-&-kashmir,Others,317019.0,160742566.37508622
2021,2,jammu-&-kashmir,Peer-to-peer payments,11866311.0,58507314533.42819
2021,2,jammu-&-kashmir,Recharge & bill payments,10706910.0,2677402840.663787
2021,2,jharkhand,Financial Services,163137.0,173877689.86322635
2021,2,jharkhand,Merchant payments,57123876.0,44194375354.11933
2021,2,jharkhand,Others,415383.0,225264936.79676723
2021,2,jharkhand,Peer-to-peer payments,72553704.0,258111341896.12793
2021,2,jharkhand,Recharge & bill payments,31750335.0,10593070057.466633
2021,2,karnataka,Financial Services,914337.0,1370801021.9614074
2021,2,karnataka,Merchant payments,733382586.0,373873253805.1768
2021,2,karnataka,Others,2232624.0,1493210152.467983
2021,2,karnataka,Peer-to-peer payments,649619877.0,2052107244553.3132
2021,2,karnataka,Recharge & bill payments,205797714.0,84816944157.22864
2021,2,kerala,Financial Services,266490.0,265112039.85929292
2021,2,kerala,Merchant payments,48405180.0,33789535007.942654
2021,2,kerala,Others,394032.0,231191953.13664848
2021,2,kerala,Peer-to-peer payments,51079944.0,174457933578.134
2021,2,kerala,Recharge & bill payments,41427453.0,13936646729.396925
2021,2,ladakh,Financial Services,2265.0,5270286.441354306
2021,2,ladakh,Merchant payments,276234.0,358825410.1234659
2021,2,ladakh,Others,4821.0,6284187.054057365
2021,2,ladakh,Peer-to-peer payments,629454.0,3777133237.307621
2021,2,ladakh,Recharge & bill payments,286374.0,134264165.48446023
2021,2,lakshadweep,Financial Services,87.0,45156.05548802453
2021,2,lakshadweep,Merchant payments,5229.0,4575995.743958821
2021,2,lakshadweep,Others,132.0,304099.2091813743
2021,2,lakshadweep,Peer-to-peer payments,12207.0,71989252.4809945
2021,2,lakshadweep,Recharge & bill payments,16497.0,5235887.4842318855
2021,2,madhya-pradesh,Financial Services,566178.0,531940168.99808085
2021,2,madhya-pradesh,Merchant payments,231340392.0,176518177349.98108
2021,2,madhya-pradesh,Others,1578999.0,953260818.0347087
2021,2,madhya-pradesh,Peer-to-peer payments,298102563.0,1046807286573.3146
2021,2,madhya-pradesh,Recharge & bill payments,138355908.0,51691639196.54599
2021,2,maharashtra,Financial Services,1512756.0,1610342751.107747
2021,2,maharashtra,Merchant payments,741582879.0,452593395651.0691
2021,2,maharashtra,Others,3284526.0,2099214743.0086908
2021,2,maharashtra,Peer-to-peer payments,685655883.0,2159578997080.5813
2021,2,maharashtra,Recharge & bill payments,288813414.0,129463216645.3379
2021,2,manipur,Financial Services,12495.0,12768294.696711548
2021,2,manipur,Merchant payments,1532202.0,1594454548.4742506
2021,2,manipur,Others,31809.0,21436038.944826037
2021,2,manipur,Peer-to-peer payments,4118463.0,21125513753.35556
2021,2,manipur,Recharge & bill payments,3563856.0,915311251.7185743
2021,2,meghalaya,Financial Services,5298.0,6919490.563787585
2021,2,meghalaya,Merchant payments,442218.0,521684889.01319027
2021,2,meghalaya,Others,12156.0,10028506.580502138
2021,2,meghalaya,Peer-to-peer payments,1099233.0,5655124511.39114
2021,2,meghalaya,Recharge & bill payments,1169877.0,387094367.1231774
2021,2,mizoram,Financial Services,1833.0,2131972.5196934487
2021,2,mizoram,Merchant payments,173631.0,208586164.20468307
2021,2,mizoram,Others,3075.0,2979891.752708802
2021,2,mizoram,Peer-to-peer payments,519192.0,2986745858.7102146
2021,2,mizoram,Recharge & bill payments,485289.0,168179532.718978
2021,2,nagaland,Financial Services,4872.0,5357746.911369135
2021,2,nagaland,Merchant payments,433239.0,530494749.4102934
2021,2,nagaland,Others,11427.0,8947448.073398268
2021,2,nagaland,Peer-to-peer payments,1580898.0,8543194372.714437
2021,2,nagaland,Recharge & bill payments,1361937.0,380887574.2361081
2021,2,odisha,Financial Services,307422.0,308285960.92661977
2021,2,odisha,Merchant payments,118207821.0,87626543024.69952
2021,2,odisha,Others,619344.0,366907188.6135298
2021,2,odisha,Peer-to-peer payments,200787327.0,625217647107.1632
2021,2,odisha,Recharge & bill payments,75551097.0,24072969150.42027
2021,2,puducherry,Financial Services,14553.0,14940731.723908173
2021,2,puducherry,Merchant payments,4311330.0,2797807851.9509077
2021,2,puducherry,Others,26859.0,14920335.058632212
2021,2,puducherry,Peer-to-peer payments,4743663.0,15799436391.42679
2021,2,puducherry,Recharge & bill payments,2157756.0,869398779.4714434
2021,2,punjab,Financial Services,138654.0,159927153.19504845
2021,2,punjab,Merchant payments,33676794.0,29131525447.309265
2021,2,punjab,Others,382380.0,341994147.8744371
2021,2,punjab,Peer-to-peer payments,39542799.0,165847458333.9118
2021,2,punjab,Recharge & bill payments,22773117.0,13112270605.554977
2021,2,rajasthan,Financial Services,649323.0,559820680.8310678
2021,2,rajasthan,Merchant payments,293581479.0,209768627422.40103
2021,2,rajasthan,Others,1862871.0,1266095842.800717
2021,2,rajasthan,Peer-to-peer payments,417832335.0,1403352440294.2417
2021,2,rajasthan,Recharge & bill payments,148505109.0,70161311267.45914
2021,2,sikkim,Financial Services,5595.0,8555622.862395039
2021,2,sikkim,Merchant payments,461013.0,571419528.6554683
2021,2,sikkim,Others,7626.0,5908593.087637732
2021,2,sikkim,Peer-to-peer payments,1419423.0,6377275489.848273
2021,2,sikkim,Recharge & bill payments,1036485.0,311539504.5721233
2021,2,tamil-nadu,Financial Services,577842.0,675340207.9902066
2021,2,tamil-nadu,Merchant payments,156145041.0,100514394338.65146
2021,2,tamil-nadu,Others,1054641.0,669164647.3402579
2021,2,tamil-nadu,Peer-to-peer payments,182438706.0,649137083058.9073
2021,2,tamil-nadu,Recharge & bill payments,98259096.0,39466040826.76643
2021,2,telangana,Financial Services,835638.0,901707792.4331664
2021,2,telangana,Merchant payments,615698697.0,369623367933.8886
2021,2,telangana,Others,2569200.0,1262170247.7451699
2021,2,telangana,Peer-to-peer payments,692585499.0,2616455920913.6553
2021,2,telangana,Recharge & bill payments,175913598.0,95631831505.02968
2021,2,tripura,Financial Services,10968.0,10511776.014318503
2021,2,tripura,Merchant payments,1320180.0,1214746639.553132
2021,2,tripura,Others,21438.0,12813767.532233555
2021,2,tripura,Peer-to-peer payments,2111184.0,8596965391.29398
2021,2,tripura,Recharge & bill payments,1769517.0,569425508.7151569
2021,2,uttar-pradesh,Financial Services,812832.0,800559200.4888763
2021,2,uttar-pradesh,Merchant payments,254581746.0,211054203479.36362
2021,2,uttar-pradesh,Others,2576859.0,1576463047.6752038
2021,2,uttar-pradesh,Peer-to-peer payments,308783826.0,1166285460385.369
2021,2,uttar-pradesh,Recharge & bill payments,159092130.0,66800781386.262245
2021,2,uttarakhand,Financial Services,94491.0,106214975.62402889
2021,2,uttarakhand,Merchant payments,27403167.0,18772586496.171585
2021,2,uttarakhand,Others,213966.0,131744273.10005553
2021,2,uttarakhand,Peer-to-peer payments,28124817.0,98022435733.17188
2021,2,uttarakhand,Recharge & bill payments,16164855.0,5939472146.447137
2021,2,west-bengal,Financial Services,571611.0,559399462.8922902
2021,2,west-bengal,Merchant payments,125090361.0,104363601624.95796
2021,2,west-bengal,Others,1648059.0,950234147.1149542
2021,2,west-bengal,Peer-to-peer payments,193983153.0,692436836367.8989
2021,2,west-bengal,Recharge & bill payments,104399127.0,39994361572.82765
2021,3,andaman-&-nicobar-islands,Financial Services,2970.0,7053040.325188719
2021,3,andaman-&-nicobar-islands,Merchant payments,355020.0,530973984.65283984
2021,3,andaman-&-nicobar-islands,Others,6309.0,4952298.380131548
2021,3,andaman-&-nicobar-islands,Peer-to-peer payments,576963.0,3233363511.468899
2021,3,andaman-&-nicobar-islands,Recharge & bill payments,408030.0,153730352.57775167
2021,3,andhra-pradesh,Financial Services,633513.0,891719093.492216
2021,3,andhra-pradesh,Merchant payments,474872859.0,354493133904.5026
2021,3,andhra-pradesh,Others,1643277.0,1211844826.7026823
2021,3,andhra-pradesh,Peer-to-peer payments,663840951.0,2513523373992.921
2021,3,andhra-pradesh,Recharge & bill payments,155107050.0,82534034874.73083
2021,3,arunachal-pradesh,Financial Services,5802.0,10045643.481814012
2021,3,arunachal-pradesh,Merchant payments,943974.0,1349607182.3527863
2021,3,arunachal-pradesh,Others,12555.0,11736430.051090255
2021,3,arunachal-pradesh,Peer-to-peer payments,2958264.0,15100811535.098654
2021,3,arunachal-pradesh,Recharge & bill payments,1800306.0,562171734.9121132
2021,3,assam,Financial Services,118437.0,131669461.48796926
2021,3,assam,Merchant payments,22294113.0,24626119044.103752
2021,3,assam,Others,395196.0,203145136.0295165
2021,3,assam,Peer-to-peer payments,46852776.0,192395471685.7064
2021,3,assam,Recharge & bill payments,30852801.0,9745092492.59528
2021,3,bihar,Financial Services,407244.0,391047214.8570596
2021,3,bihar,Merchant payments,192284883.0,161549236814.8929
2021,3,bihar,Others,1718862.0,723780076.6370965
2021,3,bihar,Peer-to-peer payments,278357112.0,994542308352.7893
2021,3,bihar,Recharge & bill payments,90245238.0,33981910410.059746
2021,3,chandigarh,Financial Services,17100.0,23882534.711915497
2021,3,chandigarh,Merchant payments,9538518.0,6736170987.614368
2021,3,chandigarh,Others,63510.0,42677204.56150848
2021,3,chandigarh,Peer-to-peer payments,7303251.0,26783604295.02224
2021,3,chandigarh,Recharge & bill payments,3025755.0,1861313992.1698809
2021,3,chhattisgarh,Financial Services,116451.0,146566987.20427915
2021,3,chhattisgarh,Merchant payments,82658229.0,59716850240.41588
2021,3,chhattisgarh,Others,479640.0,297858465.0088763
2021,3,chhattisgarh,Peer-to-peer payments,76342230.0,241520576253.98648
2021,3,chhattisgarh,Recharge & bill payments,33117264.0,12136472841.714659
2021,3,dadra-&-nagar-haveli-&-daman-&-diu,Financial Services,6195.0,6756349.909377692
2021,3,dadra-&-nagar-haveli-&-daman-&-diu,Merchant payments,3936723.0,2120322215.8145063
2021,3,dadra-&-nagar-haveli-&-daman-&-diu,Others,24330.0,13097277.83398805
2021,3,dadra-&-nagar-haveli-&-daman-&-diu,Peer-to-peer payments,3788196.0,10018042200.193066
2021,3,dadra-&-nagar-haveli-&-daman-&-diu,Recharge & bill payments,1632966.0,759599264.6235826
2021,3,delhi,Financial Services,433380.0,661982970.66199
2021,3,delhi,Merchant payments,345752661.0,192020746891.59787
2021,3,delhi,Others,4936059.0,2071417347.4467766
2021,3,delhi,Peer-to-peer payments,279878628.0,894016597819.4099
2021,3,delhi,Recharge & bill payments,85281096.0,62804204615.72688
2021,3,goa,Financial Services,25011.0,38829672.22146438
2021,3,goa,Merchant payments,8596875.0,6429405944.693793
2021,3,goa,Others,48435.0,37249132.79248058
2021,3,goa,Peer-to-peer payments,7680915.0,23613278019.411896
2021,3,goa,Recharge & bill payments,3052053.0,1316514009.689471
2021,3,gujarat,Financial Services,375501.0,489912393.43095684
2021,3,gujarat,Merchant payments,188803413.0,144592739209.54938
2021,3,gujarat,Others,1420968.0,913254819.7363777
2021,3,gujarat,Peer-to-peer payments,168402636.0,624039979801.8721
2021,3,gujarat,Recharge & bill payments,88742703.0,47837992116.17605
2021,3,haryana,Financial Services,232488.0,349776544.40991837
2021,3,haryana,Merchant payments,200655639.0,120572768479.81888
2021,3,haryana,Others,1437213.0,868324444.9311092
2021,3,haryana,Peer-to-peer payments,167789874.0,565646034901.5741
2021,3,haryana,Recharge & bill payments,51263865.0,35044372406.89354
2021,3,himachal-pradesh,Financial Services,43491.0,68417323.80107138
2021,3,himachal-pradesh,Merchant payments,12596424.0,10573304848.902248
2021,3,himachal-pradesh,Others,108909.0,71504061.48209378
2021,3,himachal-pradesh,Peer-to-peer payments,13365459.0,49681151769.61459
2021,3,himachal-pradesh,Recharge & bill payments,10078218.0,3536408209.584107
2021,3,india,Financial Services,12448640.0,16173371049.320093
2021,3,india,Merchant payments,9267699484.0,5707862235134.223
2021,3,india,Others,54233856.0,28587475389.158886
2021,3,india,Peer-to-peer payments,8862301144.0,29717430348075.65
2021,3,india,Recharge & bill payments,2858334976.0,1396938370761.9968
2021,3,jammu-&-kashmir,Financial Services,48213.0,82756186.4800334
2021,3,jammu-&-kashmir,Merchant payments,9592467.0,11456547788.971035
2021,3,jammu-&-kashmir,Others,372822.0,186629068.0168302
2021,3,jammu-&-kashmir,Peer-to-peer payments,16863324.0,79688993745.59578
2021,3,jammu-&-kashmir,Recharge & bill payments,12576297.0,3380404155.032694
2021,3,jharkhand,Financial Services,153867.0,195105810.9246934
2021,3,jharkhand,Merchant payments,89061486.0,59863859919.57582
2021,3,jharkhand,Others,604560.0,298997795.5206393
2021,3,jharkhand,Peer-to-peer payments,90339978.0,293227671095.2663
2021,3,jharkhand,Recharge & bill payments,32227215.0,12087410735.271708
2021,3,karnataka,Financial Services,860055.0,1524155402.5875115
2021,3,karnataka,Merchant payments,1174144059.0,571690271521.0345
2021,3,karnataka,Others,2991969.0,1913781110.6211655
2021,3,karnataka,Peer-to-peer payments,865388601.0,2724415882256.1035
2021,3,karnataka,Recharge & bill payments,216504933.0,100160127182.42133
2021,3,kerala,Financial Services,257190.0,304380726.7871844
2021,3,kerala,Merchant payments,76207050.0,53633031054.322105
2021,3,kerala,Others,548064.0,300438382.82438886
2021,3,kerala,Peer-to-peer payments,70134273.0,235795446917.2163
2021,3,kerala,Recharge & bill payments,41938221.0,15025188238.238873
2021,3,ladakh,Financial Services,2700.0,5734876.634073224
2021,3,ladakh,Merchant payments,405324.0,699782269.5266144
2021,3,ladakh,Others,6612.0,8253605.811547003
2021,3,ladakh,Peer-to-peer payments,992757.0,5751933234.386179
2021,3,ladakh,Recharge & bill payments,365568.0,176250245.4453516
2021,3,lakshadweep,Financial Services,144.0,411682.06171794824
2021,3,lakshadweep,Merchant payments,7350.0,8251101.189084666
2021,3,lakshadweep,Others,96.0,219522.86450306306
2021,3,lakshadweep,Peer-to-peer payments,17061.0,102426322.56050956
2021,3,lakshadweep,Recharge & bill payments,15459.0,5100862.420489186
2021,3,madhya-pradesh,Financial Services,523362.0,541099267.7473795
2021,3,madhya-pradesh,Merchant payments,415301316.0,257657009377.29684
2021,3,madhya-pradesh,Others,2228916.0,1225526098.3096223
2021,3,madhya-pradesh,Peer-to-peer payments,382964463.0,1196738138659.372
2021,3,madhya-pradesh,Recharge & bill payments,133311945.0,57076038151.88317
2021,3,maharashtra,Financial Services,1345938.0,1737296815.9749541
2021,3,maharashtra,Merchant payments,1170155652.0,650105953916.968
2021,3,maharashtra,Others,4433553.0,2619973872.547853
2021,3,maharashtra,Peer-to-peer payments,890855118.0,2672582620138.673
2021,3,maharashtra,Recharge & bill payments,311831919.0,150726070758.16815
2021,3,manipur,Financial Services,10380.0,16876553.92638495
2021,3,manipur,Merchant payments,2207121.0,2667952131.259578
2021,3,manipur,Others,42666.0,28341296.346910167
2021,3,manipur,Peer-to-peer payments,5458269.0,27404419783.58457
2021,3,manipur,Recharge & bill payments,4105752.0,1102993321.597118
2021,3,meghalaya,Financial Services,4668.0,7137201.34502255
2021,3,meghalaya,Merchant payments,598281.0,810933632.6721668
2021,3,meghalaya,Others,15135.0,11813662.660802051
2021,3,meghalaya,Peer-to-peer payments,1419822.0,7044025779.649321
2021,3,meghalaya,Recharge & bill payments,1255287.0,433091078.25660014
2021,3,mizoram,Financial Services,1566.0,2420717.9188268515
2021,3,mizoram,Merchant payments,223659.0,341091017.69462997
2021,3,mizoram,Others,3900.0,3685006.372903877
2021,3,mizoram,Peer-to-peer payments,674619.0,3871569588.777663
2021,3,mizoram,Recharge & bill payments,531843.0,202479619.87183043
2021,3,nagaland,Financial Services,4311.0,4904636.666588414
2021,3,nagaland,Merchant payments,625161.0,913479839.4475071
2021,3,nagaland,Others,13926.0,10009452.847644964
2021,3,nagaland,Peer-to-peer payments,2002899.0,10610340530.337679
2021,3,nagaland,Recharge & bill payments,1424079.0,423516084.7169243
2021,3,odisha,Financial Services,291639.0,337150340.6342309
2021,3,odisha,Merchant payments,192806490.0,129949044519.54012
2021,3,odisha,Others,973155.0,526356016.06023896
2021,3,odisha,Peer-to-peer payments,257185728.0,753452581572.677
2021,3,odisha,Recharge & bill payments,80831010.0,27077024350.212593
2021,3,puducherry,Financial Services,14199.0,16571847.24405076
2021,3,puducherry,Merchant payments,6821988.0,4329530403.181948
2021,3,puducherry,Others,37230.0,20424766.04978762
2021,3,puducherry,Peer-to-peer payments,6267597.0,20755189481.335293
2021,3,puducherry,Recharge & bill payments,2224164.0,1068206795.2323285
2021,3,punjab,Financial Services,131367.0,190729999.7727769
2021,3,punjab,Merchant payments,50513055.0,42311222905.630714
2021,3,punjab,Others,484482.0,405207221.53206074
2021,3,punjab,Peer-to-peer payments,51074346.0,198449706109.07648
2021,3,punjab,Recharge & bill payments,25397217.0,16620816285.824558
2021,3,rajasthan,Financial Services,591633.0,571086407.5840529
2021,3,rajasthan,Merchant payments,503458035.0,316644965625.1765
2021,3,rajasthan,Others,2446704.0,1572985722.7512279
2021,3,rajasthan,Peer-to-peer payments,545228916.0,1727738397653.6895
2021,3,rajasthan,Recharge & bill payments,149128971.0,85006550218.25313
2021,3,sikkim,Financial Services,5067.0,7873675.157154201
2021,3,sikkim,Merchant payments,641424.0,872198791.3887302
2021,3,sikkim,Others,9294.0,6871526.450837269
2021,3,sikkim,Peer-to-peer payments,1787478.0,7746225268.150197
2021,3,sikkim,Recharge & bill payments,1038519.0,334841330.2782607
2021,3,tamil-nadu,Financial Services,546291.0,738440121.8372433
2021,3,tamil-nadu,Merchant payments,255224823.0,158796561175.7256
2021,3,tamil-nadu,Others,1545957.0,883868734.8986052
2021,3,tamil-nadu,Peer-to-peer payments,251500068.0,888363237884.5038
2021,3,tamil-nadu,Recharge & bill payments,104255073.0,46839861244.83489
2021,3,telangana,Financial Services,706557.0,987415618.3836426
2021,3,telangana,Merchant payments,860206050.0,477681931648.181
2021,3,telangana,Others,5204556.0,1629350479.0266573
2021,3,telangana,Peer-to-peer payments,814310778.0,2945264037723.1216
2021,3,telangana,Recharge & bill payments,188232363.0,109304643408.04874
2021,3,tripura,Financial Services,8658.0,10419459.263015218
2021,3,tripura,Merchant payments,1752237.0,1945514326.8708868
2021,3,tripura,Others,26745.0,15084236.204378556
2021,3,tripura,Peer-to-peer payments,2592987.0,10475705223.478256
2021,3,tripura,Recharge & bill payments,1862973.0,645678058.7278886
2021,3,uttar-pradesh,Financial Services,760254.0,876027387.0890245
2021,3,uttar-pradesh,Merchant payments,380099490.0,273267148911.07132
2021,3,uttar-pradesh,Others,3690231.0,1874149566.2236226
2021,3,uttar-pradesh,Peer-to-peer payments,383837481.0,1322180747646.5125
2021,3,uttar-pradesh,Recharge & bill payments,151242696.0,73044450328.90799
2021,3,uttarakhand,Financial Services,83517.0,114041909.9502557
2021,3,uttarakhand,Merchant payments,41019255.0,27004244268.21206
2021,3,uttarakhand,Others,258525.0,146589726.6848529
2021,3,uttarakhand,Peer-to-peer payments,35601522.0,117769952160.05617
2021,3,uttarakhand,Recharge & bill payments,16164033.0,6547662285.789963
2021,3,west-bengal,Financial Services,567261.0,640235209.1212838
2021,3,west-bengal,Merchant payments,176400015.0,152913509553.47003
2021,3,west-bengal,Others,2440911.0,1280997658.2696981
2021,3,west-bengal,Peer-to-peer payments,253061847.0,884399194051.6608
2021,3,west-bengal,Recharge & bill payments,112668930.0,48137262297.01516
2021,4,andaman-&-nicobar-islands,Financial Services,5154.0,9413895.502422202
2021,4,andaman-&-nicobar-islands,Merchant payments,630492.0,968526943.8730127
2021,4,andaman-&-nicobar-islands,Others,8565.0,7360920.428231833
2021,4,andaman-&-nicobar-islands,Peer-to-peer payments,857334.0,4634797989.823375
2021,4,andaman-&-nicobar-islands,Recharge & bill payments,406824.0,177730554.34393075
2021,4,andhra-pradesh,Financial Services,731853.0,998220325.9907644
2021,4,andhra-pradesh,Merchant payments,622616712.0,458651800789.61584
2021,4,andhra-pradesh,Others,2105568.0,1635670246.9916496
2021,4,andhra-pradesh,Peer-to-peer payments,786019350.0,2913809295747.385
2021,4,andhra-pradesh,Recharge & bill payments,155288526.0,93698354141.95738
2021,4,arunachal-pradesh,Financial Services,7158.0,11800671.83864139
2021,4,arunachal-pradesh,Merchant payments,1564341.0,2112587084.981756
2021,4,arunachal-pradesh,Others,17703.0,14588717.656845167
2021,4,arunachal-pradesh,Peer-to-peer payments,3682848.0,18068200134.360245
2021,4,arunachal-pradesh,Recharge & bill payments,1899744.0,623354448.9965553
2021,4,assam,Financial Services,182172.0,196369427.478574
2021,4,assam,Merchant payments,38687265.0,40136295017.715546
2021,4,assam,Others,556632.0,291350389.7272559
2021,4,assam,Peer-to-peer payments,64181886.0,260404875379.60498
2021,4,assam,Recharge & bill payments,34453128.0,11526013465.119959
2021,4,bihar,Financial Services,558894.0,520074806.4624995
2021,4,bihar,Merchant payments,287977677.0,245187366886.61316
2021,4,bihar,Others,2349597.0,1096201625.734355
2021,4,bihar,Peer-to-peer payments,352022136.0,1270995294042.8374
2021,4,bihar,Recharge & bill payments,92472531.0,40315904844.637924
2021,4,chandigarh,Financial Services,21114.0,31378295.59098542
2021,4,chandigarh,Merchant payments,12168747.0,9123115559.470192
2021,4,chandigarh,Others,74706.0,53498578.743754774
2021,4,chandigarh,Peer-to-peer payments,8392683.0,31831385856.321476
2021,4,chandigarh,Recharge & bill payments,3039459.0,2081372241.7289565
2021,4,chhattisgarh,Financial Services,165711.0,199337619.88836253
2021,4,chhattisgarh,Merchant payments,121578075.0,87851086803.68863
2021,4,chhattisgarh,Others,664863.0,438433765.95710766
2021,4,chhattisgarh,Peer-to-peer payments,98397501.0,306533991947.0485
2021,4,chhattisgarh,Recharge & bill payments,33346332.0,14174481419.855824
2021,4,dadra-&-nagar-haveli-&-daman-&-diu,Financial Services,8727.0,9477919.252535477
2021,4,dadra-&-nagar-haveli-&-daman-&-diu,Merchant payments,6041019.0,3176968389.495128
2021,4,dadra-&-nagar-haveli-&-daman-&-diu,Others,35151.0,19223888.60802658
2021,4,dadra-&-nagar-haveli-&-daman-&-diu,Peer-to-peer payments,4731504.0,12606873215.13184
2021,4,dadra-&-nagar-haveli-&-daman-&-diu,Recharge & bill payments,1654854.0,884974746.5044508
2021,4,delhi,Financial Services,597840.0,863850390.7476523
2021,4,delhi,Merchant payments,447613833.0,266971548912.2231
2021,4,delhi,Others,2315472.0,1709140411.9776096
2021,4,delhi,Peer-to-peer payments,337140876.0,1129670917002.4795
2021,4,delhi,Recharge & bill payments,90382056.0,66870485469.745926
2021,4,goa,Financial Services,33960.0,51303253.98112359
2021,4,goa,Merchant payments,16423986.0,13152751808.811115
2021,4,goa,Others,71325.0,65457489.5993232
2021,4,goa,Peer-to-peer payments,13226466.0,40855055857.99828
2021,4,goa,Recharge & bill payments,3510540.0,1757202937.219118
2021,4,gujarat,Financial Services,526179.0,627643862.1173694
2021,4,gujarat,Merchant payments,254539506.0,206153799485.6088
2021,4,gujarat,Others,1773795.0,1132971608.2618937
2021,4,gujarat,Peer-to-peer payments,201905058.0,763016222179.9082
2021,4,gujarat,Recharge & bill payments,90217437.0,56217103024.987175
2021,4,haryana,Financial Services,315150.0,454263919.850492
2021,4,haryana,Merchant payments,254980761.0,168975308761.5201
2021,4,haryana,Others,1221840.0,923467827.5243807
2021,4,haryana,Peer-to-peer payments,199644918.0,715916981454.2878
2021,4,haryana,Recharge & bill payments,52898256.0,41451775938.1991
2021,4,himachal-pradesh,Financial Services,54594.0,74429222.14209534
2021,4,himachal-pradesh,Merchant payments,18188793.0,15685839440.230354
2021,4,himachal-pradesh,Others,152913.0,106736780.23918357
2021,4,himachal-pradesh,Peer-to-peer payments,15970191.0,58705182973.75441
2021,4,himachal-pradesh,Recharge & bill payments,9634101.0,3836473085.5114136
2021,4,india,Financial Services,16566516.0,20113739336.960136
2021,4,india,Merchant payments,12609578120.0,7983423288642.57
2021,4,india,Others,58250408.0,37187973915.47831
2021,4,india,Peer-to-peer payments,10866245692.0,36815641485967.12
2021,4,india,Recharge & bill payments,2952384648.0,1629067579132.4277
2021,4,jammu-&-kashmir,Financial Services,60807.0,103276162.55285347
2021,4,jammu-&-kashmir,Merchant payments,16198395.0,18078512686.773327
2021,4,jammu-&-kashmir,Others,480003.0,260760073.78541413
2021,4,jammu-&-kashmir,Peer-to-peer payments,20556003.0,94332743122.89023
2021,4,jammu-&-kashmir,Recharge & bill payments,13076676.0,4003420231.313194
2021,4,jharkhand,Financial Services,218406.0,248816020.22362027
2021,4,jharkhand,Merchant payments,135023700.0,91191404232.50201
