year,quarter,state,category,total_count,total_amount
2019,1,andaman-&-nicobar-islands,Merchant payments,5277.0,9799769.540884309
2019,1,andaman-&-nicobar-islands,Others,849.0,1491283.9453251616
2019,1,andaman-&-nicobar-islands,Peer-to-peer payments,39357.0,275425037.6051866
2019,1,andaman-&-nicobar-islands,Recharge & bill payments,45789.0,19834379.61891775
2019,1,andhra-pradesh,Financial Services,1248975.0,141450532.58946145
2019,1,andhra-pradesh,Merchant payments,15131046.0,7270610311.111904
2019,1,andhra-pradesh,Others,1083789.0,854812873.6179056
2019,1,andhra-pradesh,Peer-to-peer payments,112262964.0,232572989226.7785
2019,1,andhra-pradesh,Recharge & bill payments,42066792.0,10441924807.131413
2019,1,arunachal-pradesh,Financial Services,768.0,421868.6128089512
2019,1,arunachal-pradesh,Merchant payments,27642.0,35181655.204002745
2019,1,arunachal-pradesh,Others,6717.0,8191645.793442247
2019,1,arunachal-pradesh,Peer-to-peer payments,280482.0,1705664464.3368952
2019,1,arunachal-pradesh,Recharge & bill payments,363909.0,80390684.99469994
2019,1,assam,Financial Services,60486.0,13837362.338383637
2019,1,assam,Merchant payments,1484613.0,799933937.2478828
2019,1,assam,Others,145326.0,117382373.8340629
2019,1,assam,Peer-to-peer payments,5928930.0,21874299902.10074
2019,1,assam,Recharge & bill payments,5979660.0,1200845033.8314853
2019,1,bihar,Financial Services,614067.0,85798607.20322803
2019,1,bihar,Merchant payments,6165801.0,3074990998.5837927
2019,1,bihar,Others,758613.0,874394203.2129318
2019,1,bihar,Peer-to-peer payments,50421120.0,116472234186.9628
2019,1,bihar,Recharge & bill payments,21109101.0,4001064547.616024
2019,1,chandigarh,Financial Services,22236.0,2751092.7200282356
2019,1,chandigarh,Merchant payments,509952.0,291691414.322699
2019,1,chandigarh,Others,51210.0,37809037.02807996
2019,1,chandigarh,Peer-to-peer payments,2068200.0,6371599804.954127
2019,1,chandigarh,Recharge & bill payments,1171830.0,484244802.3071513
2019,1,chhattisgarh,Financial Services,101505.0,15226256.229021564
2019,1,chhattisgarh,Merchant payments,2130141.0,1124207960.5524807
2019,1,chhattisgarh,Others,235908.0,203760098.40553987
2019,1,chhattisgarh,Peer-to-peer payments,12204168.0,34252098457.16545
2019,1,chhattisgarh,Recharge & bill payments,8991285.0,2038376383.6328337
2019,1,dadra-&-nagar-haveli-&-daman-&-diu,Financial Services,4935.0,663193.8567704223
2019,1,dadra-&-nagar-haveli-&-daman-&-diu,Merchant payments,62082.0,51131603.65824439
2019,1,dadra-&-nagar-haveli-&-daman-&-diu,Others,15036.0,17359330.018293284
2019,1,dadra-&-nagar-haveli-&-daman-&-diu,Peer-to-peer payments,1225395.0,2272972914.9521856
2019,1,dadra-&-nagar-haveli-&-daman-&-diu,Recharge & bill payments,677994.0,187982285.66420794
2019,1,delhi,Financial Services,669285.0,92991119.09266749
2019,1,delhi,Merchant payments,41627793.0,11989856159.398441
2019,1,delhi,Others,5841108.0,2010515308.9568892
2019,1,delhi,Peer-to-peer payments,60648861.0,144750071162.9752
2019,1,delhi,Recharge & bill payments,32234934.0,16563961618.068634
2019,1,goa,Financial Services,6039.0,1498776.2900582985
2019,1,goa,Merchant payments,223581.0,227840923.24449304
2019,1,goa,Others,24441.0,29712443.729374953
2019,1,goa,Peer-to-peer payments,1136544.0,3932279543.4439936
2019,1,goa,Recharge & bill payments,825831.0,234638505.1218102
2019,1,gujarat,Financial Services,343617.0,58744561.70820065
2019,1,gujarat,Merchant payments,7480020.0,3889128375.525836
2019,1,gujarat,Others,969816.0,613756136.3157461
2019,1,gujarat,Peer-to-peer payments,40395132.0,93693856653.92596
2019,1,gujarat,Recharge & bill payments,25785768.0,9312755197.955082
2019,1,haryana,Financial Services,305358.0,45605208.007294476
2019,1,haryana,Merchant payments,10085985.0,3877126668.9452605
2019,1,haryana,Others,1419576.0,775313154.4766276
2019,1,haryana,Peer-to-peer payments,37866675.0,90850736509.85721
2019,1,haryana,Recharge & bill payments,16729731.0,6606185623.608527
2019,1,himachal-pradesh,Financial Services,28755.0,4272689.996770118
2019,1,himachal-pradesh,Merchant payments,346659.0,259873980.93361288
2019,1,himachal-pradesh,Others,62190.0,53030933.15251102
2019,1,himachal-pradesh,Peer-to-peer payments,3534840.0,9198700763.770952
2019,1,himachal-pradesh,Recharge & bill payments,2533710.0,628565961.1193107
2019,1,india,Financial Services,18509412.0,2415408168.0001297
2019,1,india,Merchant payments,441986164.0,162303660450.088
2019,1,india,Others,34104708.0,21937009819.281662
2019,1,india,Peer-to-peer payments,1619365324.0,3551572434526.0513
2019,1,india,Recharge & bill payments,722018956.0,221892284115.5154
2019,1,jammu-&-kashmir,Financial Services,129741.0,13780635.605766155
2019,1,jammu-&-kashmir,Merchant payments,1357137.0,597658604.812816
2019,1,jammu-&-kashmir,Others,131064.0,91949254.96881934
2019,1,jammu-&-kashmir,Peer-to-peer payments,5741160.0,16244128595.510204
2019,1,jammu-&-kashmir,Recharge & bill payments,3395859.0,907989338.6654415
2019,1,jharkhand,Financial Services,316674.0,141682232.43398592
2019,1,jharkhand,Merchant payments,2678478.0,1174850328.3365393
2019,1,jharkhand,Others,270420.0,250075994.8493751
2019,1,jharkhand,Peer-to-peer payments,17856315.0,37994128957.04125
2019,1,jharkhand,Recharge & bill payments,7041237.0,1320971835.173165
2019,1,karnataka,Financial Services,881184.0,153070158.43513173
2019,1,karnataka,Merchant payments,73475880.0,21229841531.323902
2019,1,karnataka,Others,2312832.0,1537856177.2553554
2019,1,karnataka,Peer-to-peer payments,132147108.0,312355310280.94696
2019,1,karnataka,Recharge & bill payments,50945823.0,18653068289.310513
2019,1,kerala,Financial Services,232956.0,23425721.695092887
2019,1,kerala,Merchant payments,1652121.0,1115993544.6019917
2019,1,kerala,Others,175947.0,126959114.15271713
2019,1,kerala,Peer-to-peer payments,10803348.0,27943353336.257504
2019,1,kerala,Recharge & bill payments,6542745.0,1495361687.841729
2019,1,ladakh,Financial Services,342.0,335553.0856929275
2019,1,ladakh,Merchant payments,9714.0,14901367.499820083
2019,1,ladakh,Others,2109.0,2636748.1488878983
2019,1,ladakh,Peer-to-peer payments,66228.0,419147766.56611586
2019,1,ladakh,Recharge & bill payments,60042.0,21558327.546864744
2019,1,lakshadweep,Merchant payments,339.0,549186.4367926863
2019,1,lakshadweep,Others,36.0,83386.323662874
2019,1,lakshadweep,Peer-to-peer payments,3549.0,24664207.105610788
2019,1,lakshadweep,Recharge & bill payments,3519.0,1061611.5719506354
2019,1,madhya-pradesh,Financial Services,872514.0,86703507.87749714
2019,1,madhya-pradesh,Merchant payments,9056784.0,3791097667.0503244
2019,1,madhya-pradesh,Others,946659.0,719637316.7917104
2019,1,madhya-pradesh,Peer-to-peer payments,71126475.0,132342618549.27557
2019,1,madhya-pradesh,Recharge & bill payments,29900715.0,7270781525.148426
2019,1,maharashtra,Financial Services,862707.0,148463238.62619168
2019,1,maharashtra,Merchant payments,36207357.0,15517784086.595402
2019,1,maharashtra,Others,2464872.0,1707059711.5814867
2019,1,maharashtra,Peer-to-peer payments,112082148.0,292119263964.2661
2019,1,maharashtra,Recharge & bill payments,73620123.0,24769501759.953846
2019,1,manipur,Financial Services,2400.0,524331.5185151234
2019,1,manipur,Merchant payments,45570.0,43740550.14212257
2019,1,manipur,Others,7056.0,9349196.26754675
2019,1,manipur,Peer-to-peer payments,381201.0,1859759612.2366054
2019,1,manipur,Recharge & bill payments,360000.0,66320491.10744771
2019,1,meghalaya,Financial Services,1977.0,187005.19425093313
2019,1,meghalaya,Merchant payments,48219.0,42891825.69158357
2019,1,meghalaya,Others,7494.0,8216003.8738864465
2019,1,meghalaya,Peer-to-peer payments,272082.0,1076796396.3140693
2019,1,meghalaya,Recharge & bill payments,296451.0,69020255.38651472
2019,1,mizoram,Financial Services,399.0,100537.18820208352
2019,1,mizoram,Merchant payments,11952.0,19411368.09569347
2019,1,mizoram,Others,2208.0,2138837.560904267
2019,1,mizoram,Peer-to-peer payments,105378.0,612551602.2349614
2019,1,mizoram,Recharge & bill payments,90981.0,20280341.112446364
2019,1,nagaland,Financial Services,1290.0,303218.69319952815
2019,1,nagaland,Merchant payments,21918.0,24563820.96627664
2019,1,nagaland,Others,4815.0,5329088.598880576
2019,1,nagaland,Peer-to-peer payments,214926.0,1235567634.7494671
2019,1,nagaland,Recharge & bill payments,262788.0,60061374.2291664
2019,1,odisha,Financial Services,1127730.0,103628216.66725762
2019,1,odisha,Merchant payments,8072286.0,2464480993.741926
2019,1,odisha,Others,402747.0,324118869.8045719
2019,1,odisha,Peer-to-peer payments,72351822.0,100026964891.84055
2019,1,odisha,Recharge & bill payments,20141241.0,3362190820.0446463
2019,1,puducherry,Financial Services,9495.0,1012710.968527155
2019,1,puducherry,Merchant payments,163554.0,101291114.04251176
2019,1,puducherry,Others,16485.0,11260342.575138336
2019,1,puducherry,Peer-to-peer payments,941466.0,2507949162.763929
2019,1,puducherry,Recharge & bill payments,372276.0,97905742.56945926
2019,1,punjab,Financial Services,136863.0,20613887.864131734
2019,1,punjab,Merchant payments,2133456.0,1435147801.8525572
2019,1,punjab,Others,253140.0,227368925.28268567
2019,1,punjab,Peer-to-peer payments,12078882.0,36082324787.13839
2019,1,punjab,Recharge & bill payments,6914070.0,2958014603.4217334
2019,1,rajasthan,Financial Services,1079979.0,109021237.72615398
2019,1,rajasthan,Merchant payments,11764314.0,4992628003.704349
2019,1,rajasthan,Others,1206126.0,1120065868.684432
2019,1,rajasthan,Peer-to-peer payments,82864818.0,165738215166.68567
2019,1,rajasthan,Recharge & bill payments,34952883.0,11463545449.861408
2019,1,sikkim,Financial Services,3675.0,574782.7002127442
2019,1,sikkim,Merchant payments,55038.0,35512034.5405427
2019,1,sikkim,Others,5562.0,6795316.60355196
2019,1,sikkim,Peer-to-peer payments,365952.0,1268963999.6841803
2019,1,sikkim,Recharge & bill payments,290634.0,62134769.62379402
2019,1,tamil-nadu,Financial Services,579783.0,93651412.63596892
2019,1,tamil-nadu,Merchant payments,12585666.0,5773383566.970043
2019,1,tamil-nadu,Others,1132041.0,770227179.852804
2019,1,tamil-nadu,Peer-to-peer payments,55937778.0,153888897244.33307
2019,1,tamil-nadu,Recharge & bill payments,26589867.0,8085951044.5980015
2019,1,telangana,Financial Services,1391064.0,163643967.82636178
2019,1,telangana,Merchant payments,37025703.0,12433105636.607906
2019,1,telangana,Others,1412256.0,1031969729.6252682
2019,1,telangana,Peer-to-peer payments,121466901.0,262083713926.47903
2019,1,telangana,Recharge & bill payments,34576182.0,10857352846.455515
2019,1,tripura,Financial Services,12567.0,1384420.765693055
2019,1,tripura,Merchant payments,139926.0,84329898.95984337
2019,1,tripura,Others,15315.0,14186371.416416517
2019,1,tripura,Peer-to-peer payments,890979.0,2037495998.4371696
2019,1,tripura,Recharge & bill payments,683991.0,133288135.26833779
2019,1,uttar-pradesh,Financial Services,1169199.0,130024675.45606646
2019,1,uttar-pradesh,Merchant payments,25676298.0,9317712438.625599
2019,1,uttar-pradesh,Others,2738520.0,1911198197.7235107
2019,1,uttar-pradesh,Peer-to-peer payments,96187356.0,205520298991.3545
2019,1,uttar-pradesh,Recharge & bill payments,46202139.0,12693306098.869347
2019,1,uttarakhand,Financial Services,86352.0,11854830.91486137
2019,1,uttarakhand,Merchant payments,1116870.0,678843236.3098242
2019,1,uttarakhand,Others,166584.0,138911898.02939343
2019,1,uttarakhand,Peer-to-peer payments,10497390.0,19537084393.488213
2019,1,uttarakhand,Recharge & bill payments,4770807.0,1183893167.079553
2019,1,west-bengal,Financial Services,1576950.0,143959345.4081009
2019,1,west-bengal,Merchant payments,22910178.0,7936314925.015434
2019,1,west-bengal,Others,1289574.0,837648820.2764701
2019,1,west-bengal,Peer-to-peer payments,82122618.0,132512771645.23285
2019,1,west-bengal,Recharge & bill payments,34979844.0,9063323135.706505
2019,2,andaman-&-nicobar-islands,Financial Services,372.0,339836.741139782
2019,2,andaman-&-nicobar-islands,Merchant payments,12093.0,14106457.849858116
2019,2,andaman-&-nicobar-islands,Others,1131.0,2014413.667769376
2019,2,andaman-&-nicobar-islands,Peer-to-peer payments,43443.0,322576075.9995853
2019,2,andaman-&-nicobar-islands,Recharge & bill payments,44028.0,21727344.768637
2019,2,andhra-pradesh,Financial Services,435930.0,79880090.3131276
2019,2,andhra-pradesh,Merchant payments,27679611.0,13840215608.045877
2019,2,andhra-pradesh,Others,1346406.0,1084476715.1899364
2019,2,andhra-pradesh,Peer-to-peer payments,97483206.0,311773947697.41064
2019,2,andhra-pradesh,Recharge & bill payments,42281892.0,14125036163.730328
2019,2,arunachal-pradesh,Financial Services,801.0,481982.64640883426
2019,2,arunachal-pradesh,Merchant payments,50484.0,41867172.392138734
2019,2,arunachal-pradesh,Others,9138.0,11642227.57206941
2019,2,arunachal-pradesh,Peer-to-peer payments,319581.0,2112713830.2163305
2019,2,arunachal-pradesh,Recharge & bill payments,395964.0,91262410.23813702
2019,2,assam,Financial Services,40962.0,12111667.242721692
2019,2,assam,Merchant payments,1720938.0,980534128.7639172
2019,2,assam,Others,182781.0,148615990.23112744
2019,2,assam,Peer-to-peer payments,6881310.0,30105698462.55889
2019,2,assam,Recharge & bill payments,7538796.0,1617947318.5819721
2019,2,bihar,Financial Services,388809.0,190014325.61266303
2019,2,bihar,Merchant payments,13096395.0,6924437549.53277
2019,2,bihar,Others,1045560.0,1148594538.2302725
2019,2,bihar,Peer-to-peer payments,47512347.0,175143855722.42505
2019,2,bihar,Recharge & bill payments,27838326.0,5990412714.824926
2019,2,chandigarh,Financial Services,16770.0,2519295.484054746
2019,2,chandigarh,Merchant payments,833433.0,458300593.98570997
2019,2,chandigarh,Others,65778.0,41784150.161029615
2019,2,chandigarh,Peer-to-peer payments,1814547.0,7019767222.570044
2019,2,chandigarh,Recharge & bill payments,1026882.0,556977034.6325296
2019,2,chhattisgarh,Financial Services,67689.0,12712894.663286911
2019,2,chhattisgarh,Merchant payments,4451610.0,1963234911.0504346
2019,2,chhattisgarh,Others,294120.0,233744768.76683646
2019,2,chhattisgarh,Peer-to-peer payments,13050501.0,46230115169.454926
2019,2,chhattisgarh,Recharge & bill payments,10305915.0,2567259322.531404
2019,2,dadra-&-nagar-haveli-&-daman-&-diu,Financial Services,2244.0,465449.26854224096
2019,2,dadra-&-nagar-haveli-&-daman-&-diu,Merchant payments,122343.0,62448408.72590753
2019,2,dadra-&-nagar-haveli-&-daman-&-diu,Others,17427.0,16684206.617290339
2019,2,dadra-&-nagar-haveli-&-daman-&-diu,Peer-to-peer payments,732402.0,2202102428.426216
2019,2,dadra-&-nagar-haveli-&-daman-&-diu,Recharge & bill payments,594552.0,191623336.65725636
2019,2,delhi,Financial Services,413322.0,101955206.05135833
2019,2,delhi,Merchant payments,62674293.0,20450636768.5332
2019,2,delhi,Others,8107629.0,2600036785.331996
2019,2,delhi,Peer-to-peer payments,61710933.0,197860713723.79306
2019,2,delhi,Recharge & bill payments,38608359.0,24107105707.175293
2019,2,goa,Financial Services,3633.0,1547579.423042393
2019,2,goa,Merchant payments,313776.0,278619025.9423512
2019,2,goa,Others,32457.0,39977264.28227678
2019,2,goa,Peer-to-peer payments,1121277.0,4175801372.2643294
2019,2,goa,Recharge & bill payments,834180.0,279656068.2508484
2019,2,gujarat,Financial Services,211506.0,52049440.16919939
2019,2,gujarat,Merchant payments,16460373.0,7579345246.075712
2019,2,gujarat,Others,1327821.0,813842809.8741252
2019,2,gujarat,Peer-to-peer payments,37642479.0,125560983691.39755
2019,2,gujarat,Recharge & bill payments,31303347.0,13955624470.285807
2019,2,haryana,Financial Services,172464.0,36240855.681365155
2019,2,haryana,Merchant payments,17214849.0,6878705448.429614
2019,2,haryana,Others,1966680.0,905246550.5414813
2019,2,haryana,Peer-to-peer payments,31162686.0,111168254440.72736
2019,2,haryana,Recharge & bill payments,17708769.0,8516172144.268831
2019,2,himachal-pradesh,Financial Services,15039.0,4360954.605776432
2019,2,himachal-pradesh,Merchant payments,745551.0,423265727.61793983
2019,2,himachal-pradesh,Others,90330.0,76408485.80508974
2019,2,himachal-pradesh,Peer-to-peer payments,3425619.0,13284023012.876123
2019,2,himachal-pradesh,Recharge & bill payments,3230379.0,839593739.926868
2019,2,india,Financial Services,10601536.0,2181317232.359945
2019,2,india,Merchant payments,825868728.0,293663362959.53735
2019,2,india,Others,46626228.0,27877695455.321358
2019,2,india,Peer-to-peer payments,1538844032.0,4785701126347.971
2019,2,india,Recharge & bill payments,839592288.0,307463394347.9349
2019,2,jammu-&-kashmir,Financial Services,67989.0,7958884.061092362
2019,2,jammu-&-kashmir,Merchant payments,1061034.0,566794588.4647092
2019,2,jammu-&-kashmir,Others,97992.0,78905964.9460451
2019,2,jammu-&-kashmir,Peer-to-peer payments,3542343.0,16998954760.386229
2019,2,jammu-&-kashmir,Recharge & bill payments,2119707.0,647812406.8324425
2019,2,jharkhand,Financial Services,202437.0,154766961.48736534
2019,2,jharkhand,Merchant payments,6147933.0,2586560134.565159
2019,2,jharkhand,Others,363321.0,306812004.71288496
2019,2,jharkhand,Peer-to-peer payments,15467811.0,51133333841.42506
2019,2,jharkhand,Recharge & bill payments,8203131.0,1686630974.448497
2019,2,karnataka,Financial Services,421059.0,134614871.4879445
2019,2,karnataka,Merchant payments,134545779.0,37015797325.641785
2019,2,karnataka,Others,3288888.0,1988072030.2366505
2019,2,karnataka,Peer-to-peer payments,150100002.0,428732118763.21545
2019,2,karnataka,Recharge & bill payments,57849084.0,23235469687.671005
2019,2,kerala,Financial Services,116607.0,17469874.867928818
2019,2,kerala,Merchant payments,2811390.0,1708637528.9996996
2019,2,kerala,Others,231000.0,169460833.89967674
2019,2,kerala,Peer-to-peer payments,10558584.0,34891870272.39449
2019,2,kerala,Recharge & bill payments,8133897.0,2306676173.394836
2019,2,ladakh,Financial Services,258.0,341301.29304580967
2019,2,ladakh,Merchant payments,24660.0,23179558.103274614
2019,2,ladakh,Others,2721.0,2978211.7128220727
2019,2,ladakh,Peer-to-peer payments,102606.0,720917129.784729
2019,2,ladakh,Recharge & bill payments,76071.0,30350320.098403484
2019,2,lakshadweep,Merchant payments,411.0,572149.6234685201
2019,2,lakshadweep,Others,69.0,37020.92874926757
2019,2,lakshadweep,Peer-to-peer payments,3954.0,25808196.353364587
2019,2,lakshadweep,Recharge & bill payments,4344.0,1310205.5053842887
2019,2,madhya-pradesh,Financial Services,447591.0,56608984.5404573
2019,2,madhya-pradesh,Merchant payments,21994056.0,8013467044.347465
2019,2,madhya-pradesh,Others,1355253.0,941406196.2464211
2019,2,madhya-pradesh,Peer-to-peer payments,62606232.0,185276525381.63
2019,2,madhya-pradesh,Recharge & bill payments,36134907.0,10715691534.909304
2019,2,maharashtra,Financial Services,548520.0,135874908.3152244
2019,2,maharashtra,Merchant payments,83562126.0,29185685180.30143
2019,2,maharashtra,Others,3512979.0,2295684797.3929415
2019,2,maharashtra,Peer-to-peer payments,127638951.0,391674461063.86255
2019,2,maharashtra,Recharge & bill payments,88186983.0,36591704314.30282
2019,2,manipur,Financial Services,1161.0,275865.04614779504
2019,2,manipur,Merchant payments,54132.0,47989953.437101655
2019,2,manipur,Others,7023.0,10026757.72646562
2019,2,manipur,Peer-to-peer payments,360459.0,2039357547.4196048
2019,2,manipur,Recharge & bill payments,349500.0,70719702.81918085
2019,2,meghalaya,Financial Services,1380.0,320402.25924467784
2019,2,meghalaya,Merchant payments,67764.0,46802781.01988741
2019,2,meghalaya,Others,9057.0,10313270.234299554
2019,2,meghalaya,Peer-to-peer payments,292221.0,1339611597.5207052
2019,2,meghalaya,Recharge & bill payments,326436.0,81745816.28770007
2019,2,mizoram,Financial Services,240.0,43366.14296519793
2019,2,mizoram,Merchant payments,16938.0,17667950.58368539
2019,2,mizoram,Others,2034.0,2452780.4745746646
2019,2,mizoram,Peer-to-peer payments,112092.0,700415340.0107101
2019,2,mizoram,Recharge & bill payments,95709.0,23470687.193107516
2019,2,nagaland,Financial Services,858.0,389274.00779332046
2019,2,nagaland,Merchant payments,38847.0,26972862.23930283
2019,2,nagaland,Others,5883.0,5671213.597860772
2019,2,nagaland,Peer-to-peer payments,243195.0,1463116063.3971133
2019,2,nagaland,Recharge & bill payments,277476.0,64050633.233442776
2019,2,odisha,Financial Services,608115.0,61272636.92363754
2019,2,odisha,Merchant payments,14481201.0,4993863783.780073
2019,2,odisha,Others,544941.0,419691910.46053827
2019,2,odisha,Peer-to-peer payments,49366059.0,124269876065.8699
2019,2,odisha,Recharge & bill payments,23535756.0,4519860217.987379
2019,2,puducherry,Financial Services,4572.0,1408054.6445903282
2019,2,puducherry,Merchant payments,278823.0,149890804.8466403
2019,2,puducherry,Others,20337.0,14382047.562475277
2019,2,puducherry,Peer-to-peer payments,993744.0,3328030115.239962
2019,2,puducherry,Recharge & bill payments,442755.0,140629708.0897544
2019,2,punjab,Financial Services,112305.0,20628433.36367805
2019,2,punjab,Merchant payments,4223889.0,2445272634.045005
2019,2,punjab,Others,326733.0,281627800.5744811
2019,2,punjab,Peer-to-peer payments,12421422.0,48776674341.96422
2019,2,punjab,Recharge & bill payments,8445141.0,4320176974.369571
2019,2,rajasthan,Financial Services,548055.0,102403460.28726521
2019,2,rajasthan,Merchant payments,27080253.0,10306416501.603207
2019,2,rajasthan,Others,1721643.0,1385888635.5214267
2019,2,rajasthan,Peer-to-peer payments,75773037.0,238399392268.0218
2019,2,rajasthan,Recharge & bill payments,44904870.0,17127838652.562634
2019,2,sikkim,Financial Services,6882.0,930592.6432463306
2019,2,sikkim,Merchant payments,200166.0,84744003.07941857
2019,2,sikkim,Others,13563.0,11269336.596808739
2019,2,sikkim,Peer-to-peer payments,516375.0,2022132905.5199883
2019,2,sikkim,Recharge & bill payments,427746.0,97605892.46836169
2019,2,tamil-nadu,Financial Services,210426.0,55003807.1688946
2019,2,tamil-nadu,Merchant payments,18890985.0,8070995377.518236
2019,2,tamil-nadu,Others,1311375.0,884542325.8263426
2019,2,tamil-nadu,Peer-to-peer payments,50858883.0,173772385647.2094
2019,2,tamil-nadu,Recharge & bill payments,25243542.0,9840100919.550121
2019,2,telangana,Financial Services,756519.0,130882034.58988197
2019,2,telangana,Merchant payments,77047146.0,25328222344.40953
2019,2,telangana,Others,2127639.0,1472682985.1746097
2019,2,telangana,Peer-to-peer payments,140224782.0,423287108697.4844
2019,2,telangana,Recharge & bill payments,48675051.0,16810433485.646893
2019,2,tripura,Financial Services,5697.0,1017553.0034115891
2019,2,tripura,Merchant payments,194487.0,105827120.48632506
2019,2,tripura,Others,19215.0,18310934.553455666
2019,2,tripura,Peer-to-peer payments,722328.0,2253340548.6770263
2019,2,tripura,Recharge & bill payments,655947.0,146968291.82191277
2019,2,uttar-pradesh,Financial Services,792273.0,114507779.83587328
2019,2,uttar-pradesh,Merchant payments,38199267.0,14682669322.356964
2019,2,uttar-pradesh,Others,3689202.0,2327274505.260311
2019,2,uttar-pradesh,Peer-to-peer payments,81315147.0,262744447976.84583
2019,2,uttar-pradesh,Recharge & bill payments,52654611.0,16883658527.728106
2019,2,uttarakhand,Financial Services,65556.0,7651159.432242455
2019,2,uttarakhand,Merchant payments,2165574.0,971630860.2313092
2019,2,uttarakhand,Others,209181.0,162563665.61031437
2019,2,uttarakhand,Peer-to-peer payments,7150986.0,23258864011.740627
2019,2,uttarakhand,Recharge & bill payments,4848528.0,1364888855.7409792
2019,2,west-bengal,Financial Services,1263111.0,136938140.96538952
2019,2,west-bengal,Merchant payments,40938426.0,13971775377.436634
2019,2,west-bengal,Others,1622280.0,995066805.6789397
2019,2,west-bengal,Peer-to-peer payments,60857874.0,145184923195.13495
2019,2,west-bengal,Recharge & bill payments,36388914.0,11028369838.140278
2019,3,andaman-&-nicobar-islands,Financial Services,150.0,476573.8294676062
2019,3,andaman-&-nicobar-islands,Merchant payments,10557.0,13286203.724540051
2019,3,andaman-&-nicobar-islands,Others,645.0,697874.2797856069
2019,3,andaman-&-nicobar-islands,Peer-to-peer payments,41301.0,303239463.3103385
2019,3,andaman-&-nicobar-islands,Recharge & bill payments,48657.0,24515213.117750045
2019,3,andhra-pradesh,Financial Services,366810.0,89334549.08124132
2019,3,andhra-pradesh,Merchant payments,49745361.0,23662182114.19911
2019,3,andhra-pradesh,Others,1240311.0,894426082.7587733
2019,3,andhra-pradesh,Peer-to-peer payments,117070473.0,373015935988.54596
2019,3,andhra-pradesh,Recharge & bill payments,60442887.0,20681954029.796715
2019,3,arunachal-pradesh,Financial Services,2592.0,192267.34050801586
2019,3,arunachal-pradesh,Merchant payments,50700.0,51534744.22281006
2019,3,arunachal-pradesh,Others,8274.0,10257592.25321573
2019,3,arunachal-pradesh,Peer-to-peer payments,400452.0,2523112185.742382
2019,3,arunachal-pradesh,Recharge & bill payments,648684.0,152838314.82869527
2019,3,assam,Financial Services,25818.0,19210369.03430636
2019,3,assam,Merchant payments,1541184.0,1264140826.2622287
2019,3,assam,Others,184188.0,140920982.2090306
2019,3,assam,Peer-to-peer payments,8140617.0,35507402565.529655
2019,3,assam,Recharge & bill payments,7935906.0,1919656118.2442715
2019,3,bihar,Financial Services,269991.0,60436381.28292309
2019,3,bihar,Merchant payments,21618003.0,10240470864.941122
2019,3,bihar,Others,848229.0,860413313.2074099
2019,3,bihar,Peer-to-peer payments,46338357.0,185495328279.2884
2019,3,bihar,Recharge & bill payments,27345120.0,6421700924.116911
2019,3,chandigarh,Financial Services,7341.0,2384756.024944434
2019,3,chandigarh,Merchant payments,1341207.0,679607726.5067157
2019,3,chandigarh,Others,79725.0,39846620.62193038
2019,3,chandigarh,Peer-to-peer payments,2166699.0,8445552458.412397
2019,3,chandigarh,Recharge & bill payments,924657.0,641654701.4165344
2019,3,chhattisgarh,Financial Services,49356.0,13628993.817540973
2019,3,chhattisgarh,Merchant payments,8316252.0,3222766766.168273
2019,3,chhattisgarh,Others,290640.0,211084677.85615316
2019,3,chhattisgarh,Peer-to-peer payments,15065532.0,52753890803.33977
2019,3,chhattisgarh,Recharge & bill payments,13007553.0,3208406261.178849
2019,3,dadra-&-nagar-haveli-&-daman-&-diu,Financial Services,1599.0,1275132.1542410639
2019,3,dadra-&-nagar-haveli-&-daman-&-diu,Merchant payments,190848.0,91903974.71248336
2019,3,dadra-&-nagar-haveli-&-daman-&-diu,Others,16548.0,13908502.260869306
2019,3,dadra-&-nagar-haveli-&-daman-&-diu,Peer-to-peer payments,749832.0,2463535707.177976
2019,3,dadra-&-nagar-haveli-&-daman-&-diu,Recharge & bill payments,957426.0,313791105.23954636
2019,3,delhi,Financial Services,276183.0,83856560.95929602
2019,3,delhi,Merchant payments,88360104.0,29571664175.821083
2019,3,delhi,Others,10971195.0,3002012335.0434184
2019,3,delhi,Peer-to-peer payments,75605934.0,245713330488.8933
2019,3,delhi,Recharge & bill payments,33400212.0,31219572578.65346
2019,3,goa,Financial Services,4530.0,3847034.5334472135
2019,3,goa,Merchant payments,451734.0,371845711.7057249
2019,3,goa,Others,34032.0,37546182.353064984
2019,3,goa,Peer-to-peer payments,1425534.0,5114004081.047936
2019,3,goa,Recharge & bill payments,1361418.0,473858564.85035133
2019,3,gujarat,Financial Services,235827.0,61521003.69915173
2019,3,gujarat,Merchant payments,35364231.0,12633349383.873566
2019,3,gujarat,Others,1448955.0,769158045.7404516
2019,3,gujarat,Peer-to-peer payments,43588059.0,147619756386.05606
2019,3,gujarat,Recharge & bill payments,34048875.0,17304300073.434177
2019,3,haryana,Financial Services,184509.0,50145302.64065398
2019,3,haryana,Merchant payments,28160337.0,10846910483.43545
2019,3,haryana,Others,2489922.0,904135757.9935791
2019,3,haryana,Peer-to-peer payments,35325864.0,131214870359.78549
2019,3,haryana,Recharge & bill payments,24869961.0,14451295694.470922
2019,3,himachal-pradesh,Financial Services,9288.0,5327021.913979748
