scope,state,year,quarter,metric_name,metric_value
state,madhya pradesh,2023,4,appOpens,1780548760
state,andhra pradesh,2023,4,registeredUsers,32658698
state,andhra pradesh,2023,4,appOpens,1310002959
state,tripura,2023,4,registeredUsers,806344
state,tripura,2023,4,appOpens,43591962
state,lakshadweep,2023,4,registeredUsers,8225
state,lakshadweep,2023,4,appOpens,924554
state,manipur,2023,4,registeredUsers,564130
state,manipur,2023,4,appOpens,25551545
state,maharashtra,2023,4,registeredUsers,65422120
state,maharashtra,2023,4,appOpens,3694003155
state,dadra & nagar haveli & daman & diu,2023,4,registeredUsers,590760
state,dadra & nagar haveli & daman & diu,2023,4,appOpens,36579378
state,meghalaya,2023,4,registeredUsers,349330
state,meghalaya,2023,4,appOpens,30357626
state,andaman & nicobar islands,2023,4,registeredUsers,103978
state,andaman & nicobar islands,2023,4,appOpens,9845960
state,haryana,2023,4,registeredUsers,17556642
state,haryana,2023,4,appOpens,904482321
state,rajasthan,2023,4,registeredUsers,32157348
state,rajasthan,2023,4,appOpens,1905645600
state,ladakh,2023,4,registeredUsers,124828
state,ladakh,2023,4,appOpens,7108123
state,punjab,2023,4,registeredUsers,9898002
state,punjab,2023,4,appOpens,605806581
state,assam,2023,4,registeredUsers,6234780
state,assam,2023,4,appOpens,558041955
state,jharkhand,2023,4,registeredUsers,9707336
state,jharkhand,2023,4,appOpens,658553048
state,odisha,2023,4,registeredUsers,16680992
state,odisha,2023,4,appOpens,701305081
state,bihar,2023,4,registeredUsers,25695856
state,bihar,2023,4,appOpens,1822737403
state,kerala,2023,4,registeredUsers,12084974
state,kerala,2023,4,appOpens,747303653
state,karnataka,2023,4,registeredUsers,42031396
state,karnataka,2023,4,appOpens,2565539566
state,chandigarh,2023,4,registeredUsers,727594
state,chandigarh,2023,4,appOpens,35719991
state,telangana,2023,4,registeredUsers,29902636
state,telangana,2023,4,appOpens,1520428750
state,himachal pradesh,2023,4,registeredUsers,2924952
state,himachal pradesh,2023,4,appOpens,163694473
state,west bengal,2023,4,registeredUsers,30064546
state,west bengal,2023,4,appOpens,1467442959
state,gujarat,2023,4,registeredUsers,26312655
state,gujarat,2023,4,appOpens,1950081065
state,sikkim,2023,4,registeredUsers,282575
state,sikkim,2023,4,appOpens,15838198
state,nagaland,2023,4,registeredUsers,381162
state,nagaland,2023,4,appOpens,20169002
state,mizoram,2023,4,registeredUsers,157627
state,mizoram,2023,4,appOpens,9424810
state,chhattisgarh,2023,4,registeredUsers,8057016
state,chhattisgarh,2023,4,appOpens,545124233
state,jammu & kashmir,2023,4,registeredUsers,2108166
state,jammu & kashmir,2023,4,appOpens,186302862
state,goa,2023,4,registeredUsers,995923
state,goa,2023,4,appOpens,64868903
state,arunachal pradesh,2023,4,registeredUsers,462088
state,arunachal pradesh,2023,4,appOpens,38873546
state,delhi,2023,4,registeredUsers,18363626
state,delhi,2023,4,appOpens,738806624
state,uttarakhand,2023,4,registeredUsers,5001826
state,uttarakhand,2023,4,appOpens,287470297
state,puducherry,2024,1,registeredUsers,631663
state,puducherry,2024,1,appOpens,3299001
state,tamil nadu,2024,1,registeredUsers,30638750
state,tamil nadu,2024,1,appOpens,1089065562
state,uttar pradesh,2024,1,registeredUsers,56028765
state,uttar pradesh,2024,1,appOpens,3113045884
state,madhya pradesh,2024,1,registeredUsers,28238554
state,madhya pradesh,2024,1,appOpens,4395383187
state,andhra pradesh,2024,1,registeredUsers,34008709
state,andhra pradesh,2024,1,appOpens,1080185103
state,tripura,2024,1,registeredUsers,842135
state,tripura,2024,1,appOpens,81407836
state,lakshadweep,2024,1,registeredUsers,8578
state,lakshadweep,2024,1,appOpens,645375
state,manipur,2024,1,registeredUsers,589568
state,manipur,2024,1,appOpens,59758762
state,maharashtra,2024,1,registeredUsers,68016876
state,maharashtra,2024,1,appOpens,3226964743
state,dadra & nagar haveli & daman & diu,2024,1,registeredUsers,615863
state,dadra & nagar haveli & daman & diu,2024,1,appOpens,5967100
state,meghalaya,2024,1,registeredUsers,365452
state,meghalaya,2024,1,appOpens,207128767
state,andaman & nicobar islands,2024,1,registeredUsers,108411
state,andaman & nicobar islands,2024,1,appOpens,28538751
state,haryana,2024,1,registeredUsers,18248263
state,haryana,2024,1,appOpens,356852975
state,rajasthan,2024,1,registeredUsers,33505514
state,rajasthan,2024,1,appOpens,4728118557
state,ladakh,2024,1,registeredUsers,130070
state,ladakh,2024,1,appOpens,16503075
state,punjab,2024,1,registeredUsers,10286964
state,punjab,2024,1,appOpens,448478973
state,assam,2024,1,registeredUsers,6510156
state,assam,2024,1,appOpens,1381009332
state,jharkhand,2024,1,registeredUsers,10118149
state,jharkhand,2024,1,appOpens,1389086946
state,odisha,2024,1,registeredUsers,17393166
state,odisha,2024,1,appOpens,1247351109
state,bihar,2024,1,registeredUsers,26765201
state,bihar,2024,1,appOpens,945228349
state,kerala,2024,1,registeredUsers,12553296
state,kerala,2024,1,appOpens,173276966
state,karnataka,2024,1,registeredUsers,43668141
state,karnataka,2024,1,appOpens,2186015502
state,chandigarh,2024,1,registeredUsers,754849
state,chandigarh,2024,1,appOpens,2680802
state,telangana,2024,1,registeredUsers,31082447
state,telangana,2024,1,appOpens,933319286
state,himachal pradesh,2024,1,registeredUsers,3050141
state,himachal pradesh,2024,1,appOpens,231634797
state,west bengal,2024,1,registeredUsers,31306843
state,west bengal,2024,1,appOpens,633526507
state,gujarat,2024,1,registeredUsers,27381972
state,gujarat,2024,1,appOpens,2391800188
state,sikkim,2024,1,registeredUsers,293821
state,sikkim,2024,1,appOpens,19584360
state,nagaland,2024,1,registeredUsers,398630
state,nagaland,2024,1,appOpens,46485081
state,mizoram,2024,1,registeredUsers,165126
state,mizoram,2024,1,appOpens,50294364
state,chhattisgarh,2024,1,registeredUsers,8394140
state,chhattisgarh,2024,1,appOpens,1290951432
state,jammu & kashmir,2024,1,registeredUsers,2195803
state,jammu & kashmir,2024,1,appOpens,342579321
state,goa,2024,1,registeredUsers,1035050
state,goa,2024,1,appOpens,31168316
state,arunachal pradesh,2024,1,registeredUsers,482393
state,arunachal pradesh,2024,1,appOpens,143597043
state,delhi,2024,1,registeredUsers,19067147
state,delhi,2024,1,appOpens,80302941
state,uttarakhand,2024,1,registeredUsers,5202251
state,uttarakhand,2024,1,appOpens,264812749
state,puducherry,2024,2,registeredUsers,655486
state,puducherry,2024,2,appOpens,2882669
state,tamil nadu,2024,2,registeredUsers,31818880
state,tamil nadu,2024,2,appOpens,1071832085
state,uttar pradesh,2024,2,registeredUsers,58199149
state,uttar pradesh,2024,2,appOpens,3406733148
state,madhya pradesh,2024,2,registeredUsers,29324466
state,madhya pradesh,2024,2,appOpens,4877924433
state,andhra pradesh,2024,2,registeredUsers,35303719
state,andhra pradesh,2024,2,appOpens,1061281082
state,tripura,2024,2,registeredUsers,876724
state,tripura,2024,2,appOpens,97341017
state,lakshadweep,2024,2,registeredUsers,8895
state,lakshadweep,2024,2,appOpens,683424
state,manipur,2024,2,registeredUsers,614446
state,manipur,2024,2,appOpens,59706780
state,maharashtra,2024,2,registeredUsers,70597223
state,maharashtra,2024,2,appOpens,3406640277
state,dadra & nagar haveli & daman & diu,2024,2,registeredUsers,640724
state,dadra & nagar haveli & daman & diu,2024,2,appOpens,7489619
state,meghalaya,2024,2,registeredUsers,379342
state,meghalaya,2024,2,appOpens,204649032
state,andaman & nicobar islands,2024,2,registeredUsers,112687
state,andaman & nicobar islands,2024,2,appOpens,16876883
state,haryana,2024,2,registeredUsers,18932084
state,haryana,2024,2,appOpens,495253484
state,rajasthan,2024,2,registeredUsers,34773619
state,rajasthan,2024,2,appOpens,4962266918
state,ladakh,2024,2,registeredUsers,134702
state,ladakh,2024,2,appOpens,41355640
state,punjab,2024,2,registeredUsers,10677703
state,punjab,2024,2,appOpens,502438995
state,assam,2024,2,registeredUsers,6767874
state,assam,2024,2,appOpens,1728273868
state,jharkhand,2024,2,registeredUsers,10501982
state,jharkhand,2024,2,appOpens,1583300137
state,odisha,2024,2,registeredUsers,18078622
state,odisha,2024,2,appOpens,1439371537
state,bihar,2024,2,registeredUsers,27786576
state,bihar,2024,2,appOpens,1034146507
state,kerala,2024,2,registeredUsers,13008410
state,kerala,2024,2,appOpens,164717612
state,karnataka,2024,2,registeredUsers,45290606
state,karnataka,2024,2,appOpens,2195010418
state,chandigarh,2024,2,registeredUsers,782791
state,chandigarh,2024,2,appOpens,3351127
state,telangana,2024,2,registeredUsers,32232171
state,telangana,2024,2,appOpens,1007869816
state,himachal pradesh,2024,2,registeredUsers,3172766
state,himachal pradesh,2024,2,appOpens,291406931
state,west bengal,2024,2,registeredUsers,32540397
state,west bengal,2024,2,appOpens,704276274
state,gujarat,2024,2,registeredUsers,28439885
state,gujarat,2024,2,appOpens,2418997443
state,sikkim,2024,2,registeredUsers,304650
state,sikkim,2024,2,appOpens,45285995
state,nagaland,2024,2,registeredUsers,414876
state,nagaland,2024,2,appOpens,60494356
state,mizoram,2024,2,registeredUsers,171540
state,mizoram,2024,2,appOpens,44171046
state,chhattisgarh,2024,2,registeredUsers,8704757
state,chhattisgarh,2024,2,appOpens,1483224382
state,jammu & kashmir,2024,2,registeredUsers,2279903
state,jammu & kashmir,2024,2,appOpens,425109975
state,goa,2024,2,registeredUsers,1073516
state,goa,2024,2,appOpens,21359943
state,arunachal pradesh,2024,2,registeredUsers,500669
state,arunachal pradesh,2024,2,appOpens,132013837
state,delhi,2024,2,registeredUsers,19789096
state,delhi,2024,2,appOpens,99756459
state,uttarakhand,2024,2,registeredUsers,5395292
state,uttarakhand,2024,2,appOpens,309932840
state,puducherry,2024,3,registeredUsers,629332
state,puducherry,2024,3,appOpens,2673547
state,tamil nadu,2024,3,registeredUsers,32965209
state,tamil nadu,2024,3,appOpens,1237507205
state,uttar pradesh,2024,3,registeredUsers,67922000
state,uttar pradesh,2024,3,appOpens,2512362184
state,madhya pradesh,2024,3,registeredUsers,31764084
state,madhya pradesh,2024,3,appOpens,5313772854
state,andhra pradesh,2024,3,registeredUsers,29145303
state,andhra pradesh,2024,3,appOpens,1660426436
state,tripura,2024,3,registeredUsers,916336
state,tripura,2024,3,appOpens,134585619
state,lakshadweep,2024,3,registeredUsers,11395
state,lakshadweep,2024,3,appOpens,28226
state,manipur,2024,3,registeredUsers,596237
state,manipur,2024,3,appOpens,125520994
state,maharashtra,2024,3,registeredUsers,69641161
state,maharashtra,2024,3,appOpens,4571320472
state,dadra & nagar haveli & daman & diu,2024,3,registeredUsers,627815
state,dadra & nagar haveli & daman & diu,2024,3,appOpens,5429299
state,meghalaya,2024,3,registeredUsers,548502
state,meghalaya,2024,3,appOpens,292472944
state,andaman & nicobar islands,2024,3,registeredUsers,172473
state,andaman & nicobar islands,2024,3,appOpens,19554846
state,haryana,2024,3,registeredUsers,18527288
state,haryana,2024,3,appOpens,701589813
state,rajasthan,2024,3,registeredUsers,35583171
state,rajasthan,2024,3,appOpens,5335171033
state,ladakh,2024,3,registeredUsers,194146
state,ladakh,2024,3,appOpens,68575933
state,punjab,2024,3,registeredUsers,10978782
state,punjab,2024,3,appOpens,719085996
state,assam,2024,3,registeredUsers,10098778
state,assam,2024,3,appOpens,855216106
state,jharkhand,2024,3,registeredUsers,11771265
state,jharkhand,2024,3,appOpens,1330121440
state,odisha,2024,3,registeredUsers,17966648
state,odisha,2024,3,appOpens,1596145813
state,bihar,2024,3,registeredUsers,31899315
state,bihar,2024,3,appOpens,692875087
state,kerala,2024,3,registeredUsers,13271613
state,kerala,2024,3,appOpens,127705188
state,karnataka,2024,3,registeredUsers,44548391
state,karnataka,2024,3,appOpens,2731726058
state,chandigarh,2024,3,registeredUsers,700398
state,chandigarh,2024,3,appOpens,3757821
state,telangana,2024,3,registeredUsers,30776242
state,telangana,2024,3,appOpens,1397303246
state,himachal pradesh,2024,3,registeredUsers,2953068
state,himachal pradesh,2024,3,appOpens,277032020
state,west bengal,2024,3,registeredUsers,33612828
state,west bengal,2024,3,appOpens,709864323
state,gujarat,2024,3,registeredUsers,29082108
state,gujarat,2024,3,appOpens,2873083540
state,sikkim,2024,3,registeredUsers,312311
state,sikkim,2024,3,appOpens,18246210
state,nagaland,2024,3,registeredUsers,446969
state,nagaland,2024,3,appOpens,73710120
state,mizoram,2024,3,registeredUsers,224952
state,mizoram,2024,3,appOpens,109786827
state,chhattisgarh,2024,3,registeredUsers,10290502
state,chhattisgarh,2024,3,appOpens,1469220234
state,jammu & kashmir,2024,3,registeredUsers,4161840
state,jammu & kashmir,2024,3,appOpens,376570012
state,goa,2024,3,registeredUsers,1114034
state,goa,2024,3,appOpens,49958844
state,arunachal pradesh,2024,3,registeredUsers,687168
state,arunachal pradesh,2024,3,appOpens,210856966
state,delhi,2024,3,registeredUsers,18444617
state,delhi,2024,3,appOpens,111680825
state,uttarakhand,2024,3,registeredUsers,5423770
state,uttarakhand,2024,3,appOpens,414813742
state,puducherry,2024,4,registeredUsers,646158
state,puducherry,2024,4,appOpens,30724911
state,tamil nadu,2024,4,registeredUsers,33966610
state,tamil nadu,2024,4,appOpens,2229881172
state,uttar pradesh,2024,4,registeredUsers,70474113
state,uttar pradesh,2024,4,appOpens,5080900941
state,madhya pradesh,2024,4,registeredUsers,32876660
state,madhya pradesh,2024,4,appOpens,2492103990
state,andhra pradesh,2024,4,registeredUsers,29984431
state,andhra pradesh,2024,4,appOpens,1866359979
state,tripura,2024,4,registeredUsers,948916
state,tripura,2024,4,appOpens,56659293
state,lakshadweep,2024,4,registeredUsers,11769
state,lakshadweep,2024,4,appOpens,1797824
state,manipur,2024,4,registeredUsers,616995
state,manipur,2024,4,appOpens,32146128
state,maharashtra,2024,4,registeredUsers,71807805
state,maharashtra,2024,4,appOpens,5042420660
state,dadra & nagar haveli & daman & diu,2024,4,registeredUsers,644550
state,dadra & nagar haveli & daman & diu,2024,4,appOpens,41947714
state,meghalaya,2024,4,registeredUsers,571272
state,meghalaya,2024,4,appOpens,44407767
state,andaman & nicobar islands,2024,4,registeredUsers,178788
state,andaman & nicobar islands,2024,4,appOpens,18691683
state,haryana,2024,4,registeredUsers,19051114
state,haryana,2024,4,appOpens,1381829141
state,rajasthan,2024,4,registeredUsers,36828375
state,rajasthan,2024,4,appOpens,2764744237
state,ladakh,2024,4,registeredUsers,193724
state,ladakh,2024,4,appOpens,9881580
state,punjab,2024,4,registeredUsers,11308453
state,punjab,2024,4,appOpens,774697562
state,assam,2024,4,registeredUsers,10480927
state,assam,2024,4,appOpens,775169459
state,jharkhand,2024,4,registeredUsers,12212421
state,jharkhand,2024,4,appOpens,1018664763
state,odisha,2024,4,registeredUsers,18611196
state,odisha,2024,4,appOpens,1034390206
state,bihar,2024,4,registeredUsers,33345285
state,bihar,2024,4,appOpens,2527843258
state,kerala,2024,4,registeredUsers,13689387
state,kerala,2024,4,appOpens,873737766
state,karnataka,2024,4,registeredUsers,45917653
state,karnataka,2024,4,appOpens,3091599006
state,chandigarh,2024,4,registeredUsers,721216
state,chandigarh,2024,4,appOpens,37265017
state,telangana,2024,4,registeredUsers,31726856
state,telangana,2024,4,appOpens,2014592558
state,himachal pradesh,2024,4,registeredUsers,3040819
state,himachal pradesh,2024,4,appOpens,168576863
state,west bengal,2024,4,registeredUsers,34750181
state,west bengal,2024,4,appOpens,1994940763
state,gujarat,2024,4,registeredUsers,29861641
state,gujarat,2024,4,appOpens,2406424143
state,sikkim,2024,4,registeredUsers,320748
state,sikkim,2024,4,appOpens,18490840
state,nagaland,2024,4,registeredUsers,463523
state,nagaland,2024,4,appOpens,25389015
state,mizoram,2024,4,registeredUsers,234527
state,mizoram,2024,4,appOpens,12467831
state,chhattisgarh,2024,4,registeredUsers,10651135
state,chhattisgarh,2024,4,appOpens,869239311
state,jammu & kashmir,2024,4,registeredUsers,4288583
state,jammu & kashmir,2024,4,appOpens,246569412
state,goa,2024,4,registeredUsers,1143332
state,goa,2024,4,appOpens,78430745
state,arunachal pradesh,2024,4,registeredUsers,710879
state,arunachal pradesh,2024,4,appOpens,46627582
state,delhi,2024,4,registeredUsers,18900488
state,delhi,2024,4,appOpens,952556492
state,uttarakhand,2024,4,registeredUsers,5575922
state,uttarakhand,2024,4,appOpens,354208067
